latitude,longitude,altitude,geometry,id,name,coordinates,totalDocks,docksAvailable,bikesAvailable,classicBikesAvailable,smartBikesAvailable,electricBikesAvailable,rewardBikesAvailable,rewardDocksAvailable,kioskStatus,kioskPublicStatus,kioskConnectionStatus,kioskType,addressStreet,addressCity,addressState,addressZipCode,bikes,closeTime,eventEnd,eventStart,isEventBased,isVirtual,kioskId,notes,openTime,publicText,timeZone,trikesAvailable
39.95378,-75.16374,,Point,,3004,Municipal Services Building Plaza,30,21,9,9,0,0,9,21,FullService,Active,Active,1,1401 John F. Kennedy Blvd.,Philadelphia,PA,19102,7|false|true|null|13|false|true|null|15|false|true|null|16|false|true|null|18|false|true|null|20|false|true|null|25|false|true|null|27|false|true|null|30|false|true|null,,,,false,false,3004,,,,,0
39.94733,-75.14403,,Point,,3005,"Welcome Park, NPS",13,8,5,5,0,0,5,8,FullService,Active,Active,1,191 S. 2nd St.,Philadelphia,PA,19106,2|false|true|null|4|false|true|null|5|false|true|null|10|false|true|null|12|false|true|null,,,,false,false,3005,,,,,0
39.9522,-75.20311,,Point,,3006,40th & Spruce,17,14,1,1,0,0,2,15,FullService,Active,Active,1,246 S. 40th St.,Philadelphia,PA,19104,12|false|false|null|14|false|true|null|15|false|false|null,,,,false,false,3006,,,,,0
39.94517,-75.15993,,Point,,3007,"11th & Pine, Kahn Park",20,5,14,12,0,2,14,6,FullService,Active,Active,1,328 S. 11th St.,Philadelphia,PA,19107,1|false|true|null|2|false|true|null|3|false|true|null|4|true|true|0.8|5|false|true|null|6|false|true|null|9|false|true|null|10|false|true|null|12|false|true|null|14|false|true|null|16|false|false|null|17|false|true|null|18|false|true|null|19|true|true|0.8|20|false|true|null,,,,false,false,3007,,,,,0
39.98078,-75.15055,,Point,,3008,Temple University Station,19,9,10,5,0,5,10,9,FullService,Active,Active,1,1076 Berks Street,Philadelphia,PA,19122,1|true|true|0.8|3|false|true|null|4|true|true|0.8|6|false|true|null|9|false|true|null|12|false|true|null|14|true|true|0.8|15|true|true|0.8|16|true|true|0.8|17|false|true|null,,,,false,false,3008,,,,,0
39.95576,-75.18982,,Point,,3009,33rd & Market,14,9,5,2,0,3,5,9,FullService,Active,Active,1,3318 Market St.,Philadelphia,PA,19104,1|true|true|0.8|5|true|true|0.8|7|true|true|0.8|9|false|true|null|14|false|true|null,,,,false,false,3009,,,,,0
39.94711,-75.16618,,Point,,3010,15th & Spruce,22,10,9,6,0,3,10,12,FullService,Active,Active,1,1483 Spruce St.,Philadelphia,PA,19102,1|false|true|null|6|false|false|null|7|false|true|null|11|true|true|0.8|13|true|true|0.8|15|false|false|null|17|false|true|null|18|true|true|0.8|19|false|true|null|20|false|true|null|21|false|true|null|22|false|false|null,,,,false,false,3010,,,,,0
39.95967,-75.19649,,Point,,3011,38th & Powelton,20,17,3,3,0,0,3,17,FullService,Active,Active,1,3788 Powelton Avenue,Philadelphia,PA,19104,5|false|true|null|8|false|true|null|20|false|true|null,,,,false,false,3011,,,,,0
39.94218,-75.17747,,Point,,3012,21st & Catharine,27,24,3,3,0,0,3,24,FullService,Active,Active,1,807 S. 21st St.,Philadelphia,PA,19149,5|false|true|null|8|false|true|null|9|false|true|null,,,,false,false,3012,,,,,0
39.96317,-75.14792,,Point,,3013,6th & Fairmount,17,6,10,8,0,2,11,6,FullService,Active,Active,1,674 N. 6th St.,Philadelphia,PA,19123,1|false|true|null|2|false|true|null|3|false|true|null|4|false|true|null|6|false|true|null|7|false|true|null|8|false|true|null|11|true|true|0.8|13|true|true|0.8|16|false|false|null|17|false|true|null,,,,false,false,3013,,,,,0
39.95886,-75.17369,,Point,,3014,"21st & Winter, Franklin Institute",25,8,15,15,0,0,15,9,FullService,Active,Active,1,2090 Winter St.,Philadelphia,PA,19103,1|false|true|null|2|false|true|null|3|false|true|null|4|false|true|null|5|false|true|null|7|false|true|null|8|false|true|null|9|false|false|null|11|false|true|null|12|false|true|null|13|false|true|null|14|false|true|null|15|false|true|null|17|false|false|null|18|false|true|null|24|false|true|null|25|false|true|null,,,,false,false,3014,,,,,0
39.94735,-75.14886,,Point,,3015,"4th & Walnut, NPS",11,3,8,8,0,0,8,3,FullService,Active,Active,1,422 Walnut St.,Philadelphia,PA,19106,2|false|true|null|3|false|true|null|4|false|true|null|5|false|true|null|6|false|true|null|8|false|true|null|10|false|true|null|11|false|true|null,,,,false,false,3015,,,,,0
39.96892,-75.1547,,Point,,3016,"11th & Poplar, John F. Street Community Center",15,3,12,9,0,3,12,3,FullService,Active,Active,1,1100 Poplar St.,Philadelphia,PA,19123,1|false|true|null|2|false|true|null|3|false|true|null|4|false|true|null|5|false|true|null|7|false|true|null|8|false|true|null|9|true|true|0.8|10|true|true|0.8|12|false|true|null|13|false|true|null|15|true|true|0.8,,,,false,false,3016,,,,,0
39.98003,-75.14371,,Point,,3017,6th & Berks,15,8,7,2,0,5,7,8,FullService,Active,Active,1,527 W. Berks St.,Philadelphia,PA,19122,1|false|true|null|2|true|true|0.8|4|false|true|null|5|true|true|0.8|7|true|true|0.8|9|true|true|0.8|13|true|true|0.8,,,,false,false,3017,,,,,0
39.95273,-75.15979,,Point,,3018,12th & Filbert,18,0,17,14,0,3,17,0,FullService,Active,Active,1,1200 Filbert St.,Philadelphia,PA,19107,1|false|true|null|2|false|true|null|3|false|true|null|4|false|true|null|5|false|true|null|6|false|true|null|7|false|true|null|8|true|true|0.8|9|true|true|0.8|10|false|true|null|11|false|true|null|12|false|true|null|13|false|true|null|14|false|true|null|15|true|true|0.8|16|false|true|null|17|true|true|0.8|18|false|true|null,,,,false,false,3018,,,,,0
39.95403,-75.14983,,Point,,3019,6th & Race,15,8,6,5,0,1,6,9,FullService,Active,Active,1,160 N. 6th St.,Philadelphia,PA,19106,1|false|false|null|6|false|true|null|7|false|true|null|8|false|true|null|9|false|true|null|11|true|true|0.8|12|false|true|null,,,,false,false,3019,,,,,0
39.94855,-75.19007,,Point,,3020,University City Station,36,22,14,13,0,1,14,22,FullService,Active,Active,1,3051 South St.,Philadelphia,PA,19147,2|false|true|null|4|false|true|null|5|false|true|null|9|false|true|null|11|false|true|null|12|false|true|null|13|false|true|null|14|false|true|null|15|false|true|null|16|false|true|null|19|false|true|null|22|false|true|null|25|false|true|null|36|true|true|0.8,,,,false,false,3020,,,,,0
39.9539,-75.16902,,Point,,3021,18th & JFK,34,20,14,14,0,0,14,20,FullService,Active,Active,1,1750 John F. Kennedy Blvd.,Philadelphia,PA,19103,2|false|true|null|8|false|true|null|10|false|true|null|16|false|true|null|18|false|true|null|19|false|true|null|20|false|true|null|21|false|true|null|23|false|true|null|25|false|true|null|27|false|true|null|29|false|true|null|31|false|true|null,,,,false,false,3021,,,,,0
39.95472,-75.18323,,Point,,3022,Amtrak 30th Street Station,21,18,3,2,0,1,3,18,FullService,Active,Active,1,2933 Market Street,Philadelphia,PA,19104,10|false|true|null|16|true|true|0.8|21|false|true|null,,,,false,false,3022,,,,,0
39.94822,-75.20908,,Point,,3024,"43rd & Chester, Clark Park",19,15,4,4,0,0,4,15,FullService,Active,Active,1,598 S. 43rd St.,Philadelphia,PA,19104,1|false|true|null|13|false|true|null|15|false|true|null|16|false|true|null,,,,false,false,3024,,,,,0
39.93724,-75.1612,,Point,,3025,11th & Washington,15,3,11,8,0,3,11,4,FullService,Active,Active,1,1084 Washington Ave.,Philadelphia,PA,19147,1|false|true|null|2|false|false|null|3|true|true|0.8|4|false|true|null|5|true|true|0.8|6|false|true|null|7|false|true|null|8|false|true|null|9|false|true|null|10|false|true|null|11|true|true|0.8|12|false|true|null,,,,false,false,3025,,,,,0
39.94061,-75.14958,,Point,,3028,4th & Bainbridge,15,10,5,3,0,2,5,10,FullService,Active,Active,1,404 Bainbridge St.,Philadelphia,PA,19147,1|true|true|0.8|2|false|true|null|3|false|true|null|4|true|true|0.8|9|false|true|null,,,,false,false,3028,,,,,0
39.9538,-75.19479,,Point,,3029,36th & Sansom,17,11,6,4,0,2,6,11,FullService,Active,Active,1,125 S. 36th St.,Philadelphia,PA,19104,1|false|true|null|2|true|true|0.8|3|false|true|null|4|true|true|0.8|14|false|true|null|16|false|true|null,,,,false,false,3029,,,,,0
39.93935,-75.15716,,Point,,3030,Darien & Catharine,29,23,5,5,0,0,6,23,FullService,Active,Active,1,840 S. Darien St.,Philadelphia,PA,19147,1|false|false|null|2|false|true|null|4|false|true|null|7|false|true|null|20|false|true|null|26|false|true|null,,,,false,false,3030,,,,,0
39.98005,-75.15522,,Point,,3031,13th & Montgomery,21,11,10,9,0,1,10,11,FullService,Active,Active,1,1284 W. Montgomery Ave.,Philadelphia,PA,19122,4|false|true|null|6|false|true|null|7|false|true|null|8|true|true|0.8|9|false|true|null|10|false|true|null|13|false|true|null|17|false|true|null|18|false|true|null|20|false|true|null,,,,false,false,3031,,,,,0
39.94527,-75.17971,,Point,,3032,23rd & South,20,11,8,6,0,2,9,11,FullService,Active,Active,1,671 S. 23rd St.,Philadelphia,PA,19146,2|false|true|null|4|false|true|null|6|false|false|null|11|false|true|null|13|false|true|null|14|true|true|0.8|15|false|true|null|19|true|true|0.8|20|false|true|null,,,,false,false,3032,,,,,0
39.95005,-75.15672,,Point,,3033,10th & Chestnut,20,9,10,10,0,0,11,9,FullService,Active,Active,1,921 Chestnut St.,Philadelphia,PA,19107,1|false|true|null|3|false|true|null|5|false|true|null|9|false|true|null|12|false|false|null|14|false|true|null|15|false|true|null|16|false|true|null|18|false|true|null|19|false|true|null|20|false|true|null,,,,false,false,3033,,,,,0
39.93315,-75.16248,,Point,,3034,11th & Reed,16,10,6,6,0,0,6,10,FullService,Active,Active,1,1300 S. 11th Street,Philadelphia,PA,19147,2|false|true|null|4|false|true|null|8|false|true|null|10|false|true|null|11|false|true|null|14|false|true|null,,,,false,false,3034,,,,,0
39.96271,-75.19419,,Point,,3035,Dornsife Center,20,17,3,2,0,1,3,17,FullService,Active,Active,1,3599 Spring Garden,Philadelphia,PA,19104,9|false|true|null|15|true|true|0.8|19|false|true|null,,,,false,false,3035,,,,,0
39.95424,-75.16138,,Point,,3037,Pennsylvania Convention Center,21,1,16,14,0,2,17,2,FullService,Active,Active,1,1321 Arch St.,Philadelphia,PA,19107,1|false|true|null|2|false|true|null|3|false|false|null|4|false|true|null|6|false|true|null|7|true|false|0.8|8|false|true|null|9|true|false|0.8|10|false|true|null|11|false|false|null|12|true|true|0.8|13|false|true|null|14|false|true|null|15|true|true|0.8|16|false|true|null|17|false|true|null|18|false|true|null|19|false|true|null|20|false|true|null|21|false|true|null,,,,false,false,3037,,,,,0
39.94781,-75.19409,,Point,,3038,The Children's Hospital of Philadelphia (CHOP),19,6,13,11,0,2,13,6,FullService,Active,Active,1,3499 Civic Center Blvd.,Philadelphia,PA,19104,2|false|true|null|3|false|true|null|4|false|true|null|5|true|true|0.8|6|true|true|0.8|7|false|true|null|8|false|true|null|9|false|true|null|10|false|true|null|11|false|true|null|12|false|true|null|13|false|true|null|14|false|true|null,,,,false,false,3038,,,  ,,0
39.97121,-75.1597,,Point,,3039,Broad & Girard,19,6,10,8,0,2,10,8,FullService,Active,Active,1,922 N. Broad St.,Philadelphia,PA,19130,2|false|true|null|3|false|true|null|4|true|true|0.8|5|false|true|null|6|false|false|null|7|false|true|null|8|false|true|null|9|false|false|null|11|true|true|0.8|12|false|false|null|13|false|true|null|16|false|true|null|19|false|true|null,,,,false,false,3039,,,,,0
39.96289,-75.16606,,Point,,3040,17th & Spring Garden,21,13,7,7,0,0,7,14,FullService,Active,Active,1,1684 Spring Garden St.,Philadelphia,PA,19130,1|false|true|null|2|false|true|null|4|false|true|null|11|false|true|null|14|false|true|null|16|false|true|null|20|false|true|null|21|false|false|null,,,,false,false,3040,,,,,0
39.96849,-75.13546,,Point,,3041,"Girard Station, MFL",26,18,8,6,0,2,8,18,FullService,Active,Active,1,1176 Leopard Ave.,Philadelphia,PA,19123,2|false|true|null|3|false|true|null|4|false|true|null|5|true|true|0.8|6|false|true|null|7|false|true|null|8|false|true|null|9|true|true|0.8,,,,false,false,3041,,,,,0
39.93082,-75.17474,,Point,,3043,"18th & Fernon, Aquinas Center",18,7,10,9,0,1,10,7,FullService,Active,Active,1,1625 S. 18th St.,Philadelphia,PA,19145,5|false|true|null|6|false|true|null|7|true|true|0.8|8|false|true|null|9|false|false|null|10|false|true|null|11|false|true|null|12|false|true|null|13|false|true|null|14|false|true|null|18|false|true|null,,,,false,false,3043,,,,,0
39.94792,-75.16237,,Point,,3045,13th & Locust,15,3,10,8,0,2,10,4,FullService,Active,Active,1,213 S. 13th St.,Philadelphia,PA,19107,2|false|true|null|4|false|true|null|6|false|false|null|7|false|false|null|8|false|true|null|9|true|true|0.8|10|false|true|null|11|false|true|null|12|true|true|0.8|13|false|true|null|14|false|true|null|15|false|true|null,,,,false,false,3045,,,,,0
39.95012,-75.14472,,Point,,3046,2nd & Market,26,16,10,6,0,4,10,16,FullService,Active,Active,1,215 Market St.,Philadelphia,PA,19106,1|true|true|0.8|2|false|true|null|4|true|true|0.8|5|true|true|0.8|6|false|true|null|8|false|true|null|17|true|true|0.8|24|false|true|null|25|false|true|null|26|false|true|null,,,,false,false,3046,,,,,0
39.95071,-75.14921,,Point,,3047,"Independence Mall, NPS",20,4,16,16,0,0,16,4,FullService,Active,Active,1,519 Market St.,Philadelphia,PA,19106,2|false|true|null|3|false|true|null|4|false|true|null|5|false|true|null|7|false|true|null|9|false|true|null|10|false|true|null|11|false|true|null|12|false|true|null|13|false|true|null|14|false|true|null|15|false|true|null|16|false|true|null|17|false|true|null|19|false|true|null|20|false|true|null,,,,false,false,3047,,,,,0
39.94509,-75.1425,,Point,,3049,Foglietta Plaza,29,12,15,13,0,2,15,12,FullService,Active,Active,1,3 Dock St.,Philadelphia,PA,19106,1|false|true|null|4|false|true|null|13|false|true|null|16|true|true|0.8|17|false|true|null|18|false|true|null|19|false|true|null|20|false|true|null|21|false|true|null|22|false|true|null|23|false|true|null|24|true|true|0.8|25|false|true|null|26|false|false|null|27|false|true|null|28|false|true|null|29|false|false|null,,,,false,false,3049,,,,,0
39.95339,-75.15426,,Point,,3050,9th & Arch,15,9,6,6,0,0,6,9,FullService,Active,Active,1,813 Arch St.,Philadelphia,PA,19107,2|false|true|null|4|false|true|null|10|false|true|null|12|false|true|null|14|false|true|null|15|false|true|null,,,,false,false,3050,,,,,0
39.96744,-75.17507,,Point,,3051,23rd & Fairmount,37,27,10,2,0,8,10,27,FullService,Active,Active,1,2237 Fairmount Ave.,Philadelphia,PA,19130,2|true|true|0.8|4|true|true|0.8|9|true|true|0.8|15|true|true|0.8|24|false|true|null|28|false|true|null|32|true|true|0.8|34|true|true|0.8|35|true|true|0.8|36|true|true|0.8,,,,false,false,3051,,,,,0
39.94732,-75.15695,,Point,,3052,9th & Locust,25,10,15,11,0,4,15,10,FullService,Active,Active,1,923 Locust St.,Philadelphia,PA,19107,1|false|true|null|2|false|true|null|3|false|true|null|4|false|true|null|5|true|true|0.8|6|true|true|0.8|8|false|true|null|9|false|true|null|10|true|true|0.8|13|false|true|null|14|false|true|null|21|false|true|null|22|false|true|null|23|true|true|0.8|24|false|true|null,,,,false,false,3052,,,,,0
39.93231,-75.18154,,Point,,3053,Point Breeze & Tasker,19,16,0,0,0,0,1,17,FullService,Active,Active,1,1575 Point Breeze Ave.,Philadelphia,PA,19146,1|false|false|null|2|false|false|null|11|false|false|null,,,,false,false,3053,,,,,0
39.9625,-75.1742,,Point,,3054,Rodin Museum,35,34,1,0,0,1,1,34,FullService,Active,Active,1,2170 Hamilton St.,Philadelphia,PA,19146,7|true|true|0.8,,,,false,false,3054,,,,,0
39.95112,-75.15457,,Point,,3055,8th & Market,15,6,8,7,0,1,8,7,FullService,Active,Active,1,834 Market St.,Philadelphia,PA,19107,3|false|true|null|7|false|false|null|8|false|true|null|9|false|true|null|10|false|true|null|11|false|true|null|12|false|true|null|14|true|true|0.8|15|false|true|null,,,,false,false,3055,,,,,0
39.97669,-75.15813,,Point,,3056,Broad & Oxford,22,19,3,2,0,1,3,19,FullService,Active,Active,1,1501 N. Broad St.,Philadelphia,PA,19122,10|true|true|0.8|13|false|true|null|15|false|true|null,,,,false,false,3056,,,,,0
39.96439,-75.17987,,Point,,3057,Philadelphia Museum of Art,26,15,9,8,0,1,9,15,FullService,Active,Active,1,Schuylkill River Trail,Philadelphia,PA,19130,4|false|true|null|12|false|true|null|14|true|true|0.8|16|false|true|null|17|false|false|null|19|false|true|null|21|false|false|null|22|false|true|null|23|false|true|null|24|false|true|null|25|false|true|null,,,,false,false,3057,,,,,0
39.96716,-75.17001,,Point,,3058,20th & Fairmount,19,11,8,4,0,4,8,11,FullService,Active,Active,1,1940 Fairmount Ave.,Philadelphia,PA,19130,4|true|true|0.8|9|true|true|0.8|12|false|true|null|13|false|true|null|14|false|true|null|17|true|true|0.8|18|false|true|null|19|true|true|0.8,,,,false,false,3058,,,,,0
39.96244,-75.16121,,Point,,3059,"Spring Garden Station, BSL",21,11,9,9,0,0,9,12,FullService,Active,Active,1,1415 Spring Garden St.,Philadelphia,PA,19123,1|false|true|null|2|false|true|null|4|false|false|null|5|false|true|null|6|false|true|null|9|false|true|null|10|false|true|null|11|false|true|null|12|false|true|null|13|false|true|null,,,,false,false,3059,,,,,0
39.95923,-75.17036,,Point,,3060,Free Library of Philadelphia - Central Library,19,17,2,2,0,0,2,17,FullService,Active,Active,1,302 N. 19th St.,Philadelphia,PA,19103,9|false|true|null|15|false|true|null,,,,false,false,3060,,,,,0
39.95425,-75.17761,,Point,,3061,23rd & Market,25,4,19,19,0,0,19,6,FullService,Active,Active,1,2241 Market St.,Philadelphia,PA,19103,1|false|true|null|2|false|true|null|3|false|true|null|4|false|true|null|5|false|true|null|6|false|true|null|7|false|true|null|8|false|true|null|9|false|true|null|10|false|true|null|11|false|true|null|12|false|true|null|13|false|true|null|14|false|true|null|15|false|false|null|16|false|false|null|18|false|true|null|19|false|true|null|20|false|true|null|21|false|true|null|25|false|true|null,,,,false,false,3061,,,,,0
39.95197,-75.17943,,Point,,3062,24th & Sansom,15,8,7,7,0,0,7,8,FullService,Active,Active,1,120 S. 24th St.,Philadelphia,PA,19103,1|false|true|null|3|false|true|null|4|false|true|null|6|false|true|null|9|false|true|null|10|false|true|null|11|false|true|null,,,,false,false,3062,,,,,0
39.94633,-75.1698,,Point,,3063,17th & Pine,25,19,6,4,0,2,6,19,FullService,Active,Active,1,391  S. 17th St.,Philadelphia,PA,19103,4|true|true|0.8|5|false|true|null|6|false|true|null|7|false|true|null|9|false|true|null|23|true|true|0.8,,,,false,false,3063,,,,,0
39.9384,-75.17327,,Point,,3064,"18th & Washington, Chew Playground",22,18,4,3,0,1,4,18,FullService,Active,Active,1,1800 Washington Ave.,Philadelphia,PA,19146,2|true|true|0.8|3|false|true|null|8|false|true|null|21|false|true|null,,,,false,false,3064,,,,,0
39.9707,-75.15171,,Point,,3065,Girard & Hutchinson,15,12,3,3,0,0,3,12,FullService,Active,Active,1,915 W. Girard Ave.,Philadelphia,PA,19123,3|false|true|null|7|false|true|null|12|false|true|null,,,,false,false,3065,,,,,0
39.94561,-75.17348,,Point,,3066,19th & Lombard,29,28,1,0,0,1,1,28,FullService,Active,Active,1,1910 Lombard St.,Philadelphia,PA,19146,12|true|true|0.8,,,,false,false,3066,,,,,0
39.96411,-75.19973,,Point,,3067,"39th & Mt. Vernon, Mantua Haverford Community Center",17,14,3,3,0,0,3,14,FullService,Active,Active,1,631 N. 39th St.,Philadelphia,PA,19104,11|false|true|null|14|false|true|null|15|false|true|null,,,,false,false,3067,,,,,0
39.93549,-75.16711,,Point,,3068,Broad & Federal,18,10,8,8,0,0,8,10,FullService,Active,Active,1,1201 S. Broad St.,Philadelphia,PA,19146,2|false|true|null|3|false|true|null|5|false|true|null|6|false|true|null|11|false|true|null|13|false|true|null|17|false|true|null|18|false|true|null,,,,false,false,3068,,,,,0
39.93704,-75.15038,,Point,,3069,4th & Christian,23,12,10,10,0,0,10,13,FullService,Active,Active,1,403 Christian St.,Philadelphia,PA,19147,1|false|true|null|2|false|true|null|3|false|true|null|4|false|true|null|6|false|true|null|12|false|true|null|15|false|true|null|17|false|true|null|19|false|false|null|20|false|true|null|22|false|true|null,,,,false,false,3069,,,,,0
39.96062,-75.13983,,Point,,3070,"Spring Garden Station, MFL",19,12,7,3,0,4,7,12,FullService,Active,Active,1,117 Spring Garden St.,Philadelphia,PA,19123,5|true|true|0.8|9|true|true|0.8|13|false|true|null|14|false|true|null|16|false|true|null|17|true|true|0.8|18|true|true|0.8,,,,false,false,3070,,,,,0
39.96173,-75.18788,,Point,,3071,"32nd & Baring, Drexel Park",13,2,10,9,0,1,10,2,FullService,Active,Active,1,3170 Baring St.,Philadelphia,PA,19104,1|false|true|null|2|true|true|0.8|3|false|true|null|4|false|true|null|5|false|true|null|6|false|true|null|7|false|true|null|9|false|false|null|11|false|true|null|12|false|true|null|13|false|true|null,,,,false,false,3071,,,,,0
39.93445,-75.14541,,Point,,3072,Front & Carpenter,25,15,6,6,0,0,6,16,FullService,Active,Active,1,925 S. Front St.,Philadelphia,PA,19147,2|false|true|null|5|false|false|null|6|false|true|null|7|false|false|null|9|false|true|null|13|false|true|null|14|false|false|null|15|false|true|null|17|false|true|null|25|false|false|null,,,,false,false,3072,,,,,0
39.96143,-75.15242,,Point,,3073,9th & Spring Garden,15,7,7,5,0,2,8,7,FullService,Active,Active,1,802 Spring Garden St.,Philadelphia,PA,19123,3|false|true|null|4|false|true|null|7|false|true|null|9|true|true|0.8|11|false|true|null|12|false|true|null|14|false|false|null|15|true|true|0.8,,,,false,false,3073,,,,,0
39.95511,-75.20987,,Point,,3074,44th & Walnut,15,12,3,3,0,0,3,12,FullService,Active,Active,1,160 S. 44th St.,Philadelphia,PA,19104,4|false|true|null|12|false|true|null|13|false|true|null,,,,false,false,3074,,,,,0
39.96718,-75.16125,,Point,,3075,Fairmount & Ridge,12,7,5,5,0,0,5,7,FullService,Active,Active,1,1413 Fairmount Ave.,Philadelphia,PA,19130,2|false|true|null|7|false|true|null|8|false|true|null|11|false|true|null|12|false|true|null,,,,false,false,3075,,,,,0
39.97207,-75.16351,,Point,,3077,17th & Girard,19,15,4,4,0,0,4,15,FullService,Active,Active,1,1617 Girard Ave.,Philadelphia,PA,19130,1|false|true|null|14|false|true|null|16|false|true|null|18|false|true|null,,,,false,false,3077,,,,,0
39.95355,-75.17192,,Point,,3078,19th & Market,18,5,13,10,0,3,13,5,FullService,Active,Active,1,1901 Market St.,Philadelphia,PA,19103,1|false|true|null|2|false|true|null|3|false|true|null|4|false|true|null|5|true|true|0.8|6|true|true|0.8|7|true|true|0.8|8|false|true|null|10|false|true|null|12|false|true|null|14|false|true|null|15|false|true|null|16|false|true|null,,,,false,false,3078,,,,,0
39.94019,-75.16691,,Point,,3086,Broad & Christian,21,13,8,8,0,0,8,13,FullService,Active,Active,1,1406 Christian Street,Philadelphia,PA,19146,1|false|true|null|6|false|true|null|10|false|true|null|12|false|true|null|13|false|true|null|16|false|true|null|17|false|true|null|19|false|true|null,,,,false,false,3086,,,,,0
39.96984,-75.1418,,Point,,3088,3rd & Girard,35,18,17,17,0,0,17,18,FullService,Active,Active,1,317 W. Girard Ave. ,Philadelphia,PA,19125,6|false|true|null|7|false|true|null|8|false|true|null|10|false|true|null|12|false|true|null|14|false|true|null|16|false|true|null|19|false|true|null|21|false|true|null|22|false|true|null|26|false|true|null|27|false|true|null|28|false|true|null|30|false|true|null|31|false|true|null|33|false|true|null|35|false|true|null,,,,false,false,3088,,,,,0
39.98837,-75.18701,,Point,,3093,33rd & Diamond,16,3,13,12,0,1,13,3,FullService,Active,Active,1,2039 N. 33rd Street,Philadelphia,PA,19121,1|false|true|null|2|false|true|null|4|false|true|null|5|true|true|0.8|7|false|true|null|8|false|true|null|9|false|true|null|10|false|true|null|11|false|true|null|12|false|true|null|13|false|true|null|14|false|true|null|16|false|true|null,,,,false,false,3093,,,,,0
